"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 28 11:00:10 GMT 2021","Thu Jan 28 11:00:10 GMT 2021","4","Bad test","","","","","Failed",""
"passed","Thu Jan 28 11:00:10 GMT 2021","Thu Jan 28 11:00:10 GMT 2021","1","Good test","","","","","Passed",""
"passed","Thu Jan 28 11:00:10 GMT 2021","Thu Jan 28 11:00:10 GMT 2021","0","Testing token","","","","","Token is undefined by default",""
